cid,780,7849,6193,23,9552,387,10921,10285,533,6194,23326,351,1213,9761,1465,808,5792,3337,7494,2896,3098,11014,6500,823,813,1509,4144,3925,1891,8826,3303,3329,1153,5720,5048,10525,5708,2058,5710,5223,6772,2288,3895,10972,226,10099,2778,3091,16,6184,10606,10904,3033,2771,9491,10398,4313,6599,9375,8396,5829,9276,5211,10857,3693,5355,4780,4154,4836,8553,54386,25793,5654,4043,8804,5111,5641,3611,481,6856,7296,23386,7153,10494,10969,23365,6342,10730,79073,7165,10491,10131,3482,26227,26020,6659,847,6009,9261,9805,3725,6464,8878,5547,7874,4792,10146,9868,6117,7538,1845,10765,4172,25932,22883,3398,1635,2195,8243,11188,11137,23463,8607,8720,3638,10670,8870,9246,10051,9097,1958,4860,1786,896,8508,4605,2037,1994,9703,7157,6118,10797,5721,1616,60528,9918,9813,11325,3930,9467,9690,949,51097,6603,10276,3066,3315,3988,664,994,23300,10953,9019,3597,84722,7319,80347,10489,23077,10180,5236,4651,6251,1956,9897,2131,23013,5782,11344,7082,4232,230,5927,26064,329,1514,54623,332,5899,23647,392,8895,25,66008,5831,23636,5108,642,9961,55746,8985,5525,9688,10123,22889,1398,10523,5347,10221,1019,6812,6944,3028,1026,1277,26054,64746,1445,1454,1861,9697,79921,10007,5997,55324,10915,7398,9817,7994,25874,4609,10237,5359,1666,2065,11098,11044,8727,8518,10450,3300,6616,9275,2582,3156,5580,9217,4638,6284,8204,27336,102,55837,5054,10513,11073,5440,3383,4893,9926,5699,6390,5921,2958,4864,2961,8731,29890,9943,8446,9133,8349,5770,26136,2673,3978,11142,8974,10682,5257,8503,7485,2817,23224,836,30836,7750,5019,23530,7867,3628,22908,5566,65123,10617,2548,6894,291,2542,5106,3251,2184,10775,991,9267,54541,9053,4817,4927,7466,976,2956,9917,5300,2109,2356,2274,1429,11065,5993,9915,5836,57804,10434,11319,5796,8914,6793,7158,6988,8050,9903,22796,10059,2185,9924,79080,7159,4891,9517,3800,5925,6908,8520,10298,7077,23378,6275,11041,10058,5373,9650,5985,983,8869,5601,7088,5050,3566,10641,1001,10589,1676,9695,9653,9710,4850,9988,1633,6990,25805,10559,8440,9270,5529,10153,10245,7358,22823,2146,26292,11072,8835,6195,348,3280,8624,6304,1643,890,256364,11230,6697,22905,9801,9702,27095,24149,6810,9670,5092,4331,178,4016,4783,1459,5867,5423,3480,2263,10150,9797,10206,3162,4925,596,5982,8324,5261,1647,3909,6499,701,10165,23635,10270,10954,22841,23011,57149,5909,6919,4794,6182,22926,1052,10681,1846,1050,10810,5613,8884,4216,6790,902,7016,8318,2309,55556,3454,1017,79071,5366,5289,1385,5290,2946,8061,8321,23659,6622,4312,5287,960,1802,5480,672,10610,9641,2264,9016,10668,11007,65057,7020,6461,9738,3775,993,9851,4690,6804,5743,5607,9854,9712,355,5498,10329,10845,9183,9833,899,5883,10732,10782,3385,1662,79090,8851,22809,6777,9134,11157,10320,1062,3815,3682,3553,4998,10046,6443,5891,958,8800,1212,965,5357,5110,5971,2769,8821,874,1111,4088,1605,5255,4303,9488,5154,843,2690,727,695,10557,51375,4846,57147,211,9143,670,11232,9221,4776,8900,5427,9093,22887,6050,5889,2042,5583,2523,154,2553,1950,9928,2115,1452,9448,2745,5777,10898,9170,1677,23443,10013,2736,1029,1870,1021,207,840,10318,7015,5788,7048,4775,5880,9533,4791,6850,8573,8202,5715,5627,22794,4582,7982,4931,4208,11261,8091,835,51599,10892,9519,1500,57019,581,5468,6709,1981,10493,23499,142,2222,3312,9124,1983,595,54499,5018,998,1831,5747,128,7905,1848,3122,51382,54205,831,3964,8678,501,6774,10049,50813,5696,7511,5900,11151,51031,1738,7866,7105,1027,9128,1534,4125,79143,2353,84617,873,10227,10174,9126,2810,2063,7106,4616,11168,3551,572,6813,10057,11004,2887,9181,9212,8569,6119,5873,50810,2954,23212,8726,2770,58497,2048,2625,39,5058,1070,868,2624,7043,2920,85236,310,6696,22827,8837,5588,5603,2534,116832,5321,8444,4200,47,11200,2852,10362,4067,2886,51635,7168,3308,10962,1022,8480,652,622,637,644,23658,10190,9112,7852,1282,26001,147179,23061,9289,90861,57178,23244,3486,23039,1399,25839,94239,23014,27032,27346,23512,200081,7027,9686,89910,26128,200734,23522,23131,84890,23200,26036,23029,84159,1123,93487,54505,23338,25976,55818,5096,9842,23210,30849,23271,23325,6509,10973,91137,23076,8312,23142,8550,25966,23335,6832,23097,57215,9847,5438,5986,22934,11011,7074,3206,91949,148022,55958,23161,6714,81544,5331,6909,323,23149,388650,427,6597,6657,3202,375346,27109,93594,4793,2017,10038,8574,30,25803,5898,2113,891,7690,9637,50814,1759,29978,23139,23321,3508,2908,23368,6347,2064,23223,9455,7416,9709,2597,3108,3416,51335,55748,56889,55256,11031,23585,51495,10652,58533,28969,51465,51466,25825,4282,55011,51719,55699,1829,23588,9531,10695,51056,10273,51070,58478,51170,58472,51116,79902,51024,51203,51021,51569,64943,26993,56654,55608,51071,54881,55148,23670,57761,55893,56997,51015,80212,51026,51282,7376,25987,64429,55111,51422,26520,27244,51053,79174,53343,55038,29937,64781,29103,50865,1788,54442,30001,51293,79947,29082,63874,79600,55127,55847,6839,51160,54512,64428,79643,29763,10112,29911,54957,10451,54733,56940,10644,55012,27242,79850,4851,55129,11284,1906,60493,79006,8270,5827,51005,79170,79187,29928,80204,64080,79094,4482,55008,51001,23536,55033,56924,5716,26511,55604,80746,54807,80758,54438,6676,57192,51385,11182,63933,54850,29916,55179,29083,7099,79961,55825,51742,10818,81533,665,10776,64422,10813,80349,1978,83743,57406,23410,8996,55620,23597,124583,54915,3157,85377,55793,466,54681,11000,6915,6253,7264,5467,2767,23038,57048,79716
CGS001_A375_96H:A2M:1,-0.45065987,0.6131899,-0.052799225,-0.69064623,-0.8847749,-0.26825726,0.98975605,-0.27092367,0.56201184,-0.06488002,-0.2514147,-0.5054846,-0.38194376,-0.59446704,-0.606982,0.35493124,-0.53853023,-0.90859795,0.2451097,-0.2182948,0.4760651,-0.025989115,0.7537434,0.525527,0.125633,-0.29820606,-0.0072718114,0.32584083,0.26302338,0.6331828,0.16737923,-0.12858212,0.23102358,0.09709236,-0.027770817,-0.5832921,-0.23026967,0.2956335,0.09390387,0.27248642,0.5039906,-0.6892925,-0.4912758,-0.6002945,0.47626653,-0.12557071,-2.6909857,0.16811106,0.8107444,-0.059623897,-0.30710822,0.09247127,0.5133651,-0.123134166,-0.49611202,-0.583493,-0.55938244,0.47484234,-0.07802787,-0.15491557,-0.13019261,0.45760256,0.053296387,-0.2474016,-0.11403161,0.40866596,-0.043282017,0.07338679,0.24025567,-0.09953545,0.43217796,0.6957513,0.24878487,-0.51495534,0.015973955,-0.22596093,0.5834869,-0.40045363,-0.75071996,-1.2255828,0.8317046,0.6569303,-0.12637928,-0.3750106,0.40296963,0.80983555,0.44353655,-0.73459065,0.9511218,0.0022720844,-0.122412145,0.49565578,-0.25629163,0.003439337,0.0039017275,-0.2378811,-0.8421502,0.23607647,0.83279455,-0.6030712,-0.3059704,0.17092171,0.15767854,-0.50143814,0.23193131,0.058266237,-0.44549426,-0.26689762,0.37275663,-0.3260086,0.34553587,0.37861243,-0.285132,-0.092343695,-0.51981664,-0.12465978,-0.03981188,-0.74465156,0.48005524,-0.4396974,0.3262282,0.4052319,0.5341213,-0.9771375,0.5947064,-0.3046518,0.054091334,0.8720133,0.0061626434,0.23511739,0.44994056,0.258796,-0.022727132,0.059484765,-0.47254223,0.338764,-0.017552964,0.045790702,0.6994836,-0.87110543,-0.22266744,0.20327729,0.92122304,-0.12474945,-0.46852776,-0.31499526,0.10686642,-0.49888387,-0.33243322,-0.118728876,0.58682376,0.053524494,0.34642717,0.74341345,-0.35087028,0.6642431,-0.20152634,-0.69314575,0.08093512,0.32630065,0.35585582,0.64223945,-0.40148103,0.18931085,-0.28479367,0.12894998,0.8972494,-0.23168561,-0.74572515,0.19388042,0.29672045,0.45159233,0.50033313,0.37272134,0.3410129,-0.7716119,-0.04779783,0.36095363,0.58221376,0.6209651,-0.7019031,-0.19505,-0.016729668,-0.7021395,0.41685766,0.28500003,-0.567772,0.23033136,-0.18988562,-1.2301482,0.26889014,-0.013906121,1.1634142,0.4632192,0.44232625,0.84355414,0.31459743,0.013610363,0.36461407,-0.20441727,-0.0639362,-0.59503645,0.7137147,-0.19535223,0.10090223,-0.45553985,0.34077314,-0.9604937,0.06713,0.6783016,0.09674891,-0.04248856,-0.07374157,-0.3100658,-0.7013418,-0.5099925,-0.6940255,-0.823522,0.17411399,0.19966525,-0.027379274,0.41104814,0.44005877,-0.3544404,-0.91045,0.23967403,0.16867888,-0.82719743,0.04005398,-0.077444635,-0.07522662,0.008681819,2.1690192,-0.411518,0.30905437,-0.29530498,-0.25249273,0.22342846,-0.29589933,0.074054986,-0.12084496,-0.03817759,1.0590202,0.2973737,0.02199784,0.016952,-0.04209119,2.3262093,-0.22851954,0.3939797,-0.38416335,0.66619915,0.39296216,0.27936944,-0.5846025,0.020475388,0.4367154,-0.98527694,-0.6676705,-0.0039345473,-0.35790455,0.3847678,0.105793044,-0.06715846,0.9371829,0.19363879,-0.12421815,-0.70665413,0.92753065,-0.03539133,-0.15664583,-0.5248694,-0.34040937,-0.08188197,0.12762359,0.22151253,0.5284178,-0.8508261,0.03577487,0.8390235,-0.6169978,-0.045311645,-0.15751947,-0.2445854,0.08759129,0.05908385,-0.46541187,-0.01447745,0.6349492,0.8190545,-0.09623432,0.2738396,-0.101948515,1.3533871,0.64387083,-0.6604593,-0.22102001,-0.31948176,0.9072317,-0.15274644,0.14190887,0.17468062,0.21727297,0.10683802,0.043748274,-0.8965389,0.08184527,0.22113097,0.45918685,-0.37992835,-0.47768074,0.048474133,0.4986342,-0.2453644,0.61371946,-0.046800077,-0.6489402,0.6920363,0.49096575,0.24318796,-0.8889418,-0.3148992,0.14019436,0.6287014,0.46297982,0.06848225,0.3996947,0.31991842,-0.23802434,0.1729708,-0.8964373,1.25651,-0.5111685,0.6724899,-0.086054504,-0.22867508,0.03848424,0.15487766,0.44706118,0.490569,-0.21846937,0.1945395,0.95251703,0.4955347,0.11641136,-0.66945994,0.32278007,-0.52442247,-0.9300916,-0.0044982657,-1.0088952,0.044083744,-0.091480315,0.27405128,0.32272208,0.49741516,-1.019541,-0.055596203,0.41821724,-0.37684736,1.2994633,-0.21127151,-0.4659788,0.32955915,0.24549818,0.43457472,0.73941064,0.84757113,0.42336133,0.27686527,-0.14300823,0.0051539987,0.23027797,-0.051304907,-0.274258,-0.21497273,0.0289388,0.6114644,-0.19160801,0.20101258,0.29081064,-0.616714,-0.4670963,0.26685995,0.51049215,-0.2140154,0.14402473,-0.12360495,-0.60054886,-0.31757355,-0.42522213,-0.42014188,0.028619282,-0.18335676,-0.24302812,1.3641136,0.28593338,0.15216053,0.34842896,-0.1700087,0.6466769,0.6247139,0.31652904,-0.56113684,0.13609958,-0.6472331,0.89413154,-0.6383886,-0.39782444,-0.08522135,0.017173562,0.121997446,-0.16119754,0.3316534,-0.6155628,0.007809058,0.5996543,0.8246481,-0.80802447,-0.66026247,-0.86008906,-0.40696117,-0.42937696,1.6569517,-0.43136564,0.22047971,0.7803168,1.183131,0.09435788,-0.005399883,0.40558386,-0.07615275,-0.52198195,0.114982635,0.5499937,-0.48109555,-0.6948279,-1.1371586,-2.0325596,0.17809473,-0.2621289,-0.21229944,0.48659796,0.028930381,0.556318,-0.26609188,0.08878139,0.39324,1.0007982,-0.11013344,0.046479903,0.62751615,0.31936955,0.57118595,-1.0693531,-0.68980753,-0.09754521,0.63576823,-0.04481849,-0.4327491,-0.87585443,0.37695608,-1.2566113,-1.3723428,-0.49942946,0.16624898,0.7888708,0.42273945,-0.2755269,0.7096932,0.03650847,-0.011882126,-0.5206244,-1.1379659,-0.3734573,-0.41608882,0.86428535,1.1378036,0.5140959,-0.9114374,0.7702118,0.052383423,-0.17195985,0.053619586,0.27104992,0.05211456,-0.5340212,0.6076614,-0.34498358,-0.4314857,0.78027666,0.27844244,0.5816307,0.9456117,-0.08471764,0.1109667,0.83241534,1.1096854,-0.66430223,0.4995739,-0.3616218,0.060621455,-0.016747266,0.4422301,-0.4914085,-0.22713166,-0.12318222,0.1280742,-0.41844308,-0.13768363,0.07502702,-0.018709272,0.3553834,-0.008634925,0.11421407,0.062009066,-0.29919946,2.0472147,0.49285904,-0.151893,-0.22382008,0.3692086,0.48334423,0.067777514,-0.06790297,0.531846,0.008847728,0.39061937,0.12081452,0.85624385,-0.40554547,1.433825,-0.08789924,0.69702834,-0.040454388,0.49095073,1.757295,0.2774757,-0.065650254,0.3175602,0.2895807,-0.7175751,0.3964722,-0.13785276,0.7330103,0.45613867,-0.32399574,0.60280275,-0.53560454,0.025523454,0.5656016,-0.066820934,-0.7479139,-0.63445574,0.56136036,-0.6506021,0.22336453,0.59015536,0.36524683,-0.04802805,0.6986967,0.06106195,0.34361476,-0.7297511,-0.43024895,0.25035232,-0.76526153,-0.05159092,1.1973763,-0.117248245,0.4472338,0.3240506,-0.44510487,-0.30099982,-0.1939341,0.077522635,-0.15194365,0.083890714,0.47548914,-1.3976585,-0.22247377,-0.24115086,-0.5931083,0.39196402,-0.1777092,-0.39552003,-0.6016865,-0.18616283,0.22699228,-0.38428527,1.4789014,2.1154566,-0.6053077,0.748437,0.6789091,0.3420154,0.035168134,-1.073449,0.811236,-1.7840445,0.047997445,-0.1374124,0.4946121,0.860593,0.3613953,-0.44798416,0.73333377,0.7162242,0.28881907,0.5879581,0.12408806,0.45113724,0.017133564,-0.1836738,-0.5240946,-0.1266365,0.6601335,-0.8878186,0.047893647,-0.2443946,0.20201415,-0.5749064,0.50861144,0.1226969,0.51259893,-1.1270653,0.21267739,-0.8634204,0.33411223,-0.3797117,0.79357564,-0.3097605,-0.3574789,0.54645205,0.042723536,-0.113081604,-0.2121908,0.21928018,0.37620622,-0.07748717,-0.60143936,-0.4478516,-0.16856803,0.3054166,0.013204157,-0.19400905,0.021171093,0.17845675,1.473669,0.5633538,0.068641275,-0.10093584,-1.2156419,-0.15930927,-0.62593466,0.031412303,1.010389,-0.0694049,0.049265817,0.6825989,0.53692496,-0.14811555,0.23919618,-0.2550596,0.5345722,-0.017250188,0.18983129,0.23804906,-1.594851,0.015646338,0.2715559,0.1880208,-0.7189428,0.03075315,0.6452038,-0.07831895,-0.42071685,-0.68265676,0.053793296,-0.3157005,0.58190745,-0.041206907,-2.5149841,1.1741663,0.8652237,0.66300714,-0.3665149,1.7343055,-0.614652,0.33314806,-0.22752011,-0.044948928,0.76572776,0.11019209,0.2769793,0.09621695,-0.61514837,0.26520273,0.33510345,-0.664383,0.28917497,0.14653398,0.739438,-0.4542997,0.8774402,-0.20668171,-0.3998503,-0.44191718,1.1920189,0.13455266,1.4376867,-0.2933063,-0.6047039,0.69931144,0.07643634,-0.583718,0.79809576,-0.578858,0.10954705,0.27838218,0.2124101,0.2150257,-0.17174995,0.51496553,-0.63860494,-0.9756586,-0.15835291,0.66827357,0.59066075,-0.4034959,0.3272908,0.23313597,0.13390478,-0.58535516,0.057904616,0.2010125,1.1459582,-0.40680245,0.25648975,-0.06706772,0.27019185,-0.22260098,-0.9819723,0.53632396,0.28066105,0.5485207,-0.986414,0.12296657,-0.19354886,-0.79705906,-0.12945038,-0.40697613,0.6034546,0.29888883,-0.30237103,0.29055434,-0.19939326,1.0371006,0.64790094,0.44847998,1.0973793,0.15367734,-0.8854614,-0.15859252,-1.8829341,0.23039088,-0.17973232,-0.5202744,0.1620684,-0.6142674,-0.3795175,0.43627408,-1.553578,-0.13017744,-0.30740538,-0.20005712,0.90464765,0.41462684,2.541124,0.98545414,0.6689893,-0.21194124,-0.5514192,-0.093713984,-0.3268206,0.03696865,-0.22647646,0.4681694,0.6184477,0.5970353,0.54998136,0.79318845,0.28143564,-0.8543389,0.08617668,0.19894624,0.40897924,0.26951498,-2.1322906,-0.32564172,0.47468528,0.18073776,-0.33972555,0.03525567,1.3043476,-0.44898382,0.09736602,2.812428,-0.39676443,-0.3196119,0.13693479,-1.3188345,-0.37612766,-0.3029335,-0.6891702,-0.0818394,-0.019562319,0.67237806,-0.22814088,0.57185143,-0.0738666,0.18528277,0.8059543,0.18553078,0.06429855,-0.011794858,0.85297394,0.5872048,-0.08779475,0.05351296,0.0071669817,-1.2032902,0.5439421,0.34044704,0.33589154,1.004085,-0.32855836,-0.8125564,1.0359641,0.5162209,-0.4712639,0.7433954,-0.03241071,0.99573785,0.74611497,0.4192809,0.58891094,-2.2493792,-0.56510663,0.22718093,0.5964898,-0.7463571,0.35661322,-0.5480179,0.19965309,1.4008098,0.41834155,0.5037234,0.16005638,-0.55085516,-0.38760322,0.17065242,0.026898265,-0.010730378,0.22951087,-0.77380586,0.14470619,-0.41375703,-0.3371337,0.794649,0.27815437,-0.61489105,-0.78128624,-0.79462636,0.78433347,1.2785511,0.1409333,-0.60680085,0.39990664,0.15966043,0.055568807,-0.4175511,1.080325,-1.0893284,0.44189727,0.6939709,-0.8410617,0.6775609,-0.45737252,0.31694132,0.4955922,0.071459174,-2.2665372,0.012527641,-0.22197583,0.5169182,0.12900567,-0.030161798,-0.19795096,0.1443906,1.1931796,0.18620929,0.32086316,0.25656563,0.31522095,-0.21789709,0.15722884,-0.351701,-0.346564,0.6410205,-0.8359404,-0.06410226,0.3635602,0.43526617,-0.16424611,0.7400549,-0.4045274,-0.16711608,-0.07057939,0.034279212,0.30038974,-0.08140978,-0.81969357,1.6713768,-0.16358885,0.9344025,0.19792679,0.36518008,-0.019278362,0.26963398,1.0149232,-0.11031213,0.81950176,-0.31393293,-0.1977324,0.23469487,0.6531413,0.3353333,-1.1807047,-0.5296619,-0.21868873,1.847467,-0.25792116,0.37610054,-0.5973005,0.2457806,0.18699116,-0.5549648,-0.18589145,-1.0554802,-0.062182076,0.40477008,0.20287712,-0.0063163787,0.87916565,0.6459359,-0.049270496,0.4575646,-0.17101818,0.7423632,-0.19738609,0.95737404,-1.0823845,0.1304872,-0.0140616,0.48400196,0.59821916,-0.4250967,0.7693964,-0.57440805,0.03735335,-0.09450105,0.2462331,0.055728436,-0.032735586,0.554488,0.042338792,-0.87540776
